wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2019,"102,770",Mead Senior High School,All Students,High,4200,4926,85.3
2019,"103,181",Franklin Middle School,All Students,Middle,1921,2574,74.6
2019,"102,015",Cusick Jr Sr High School,All Students,High,290,390,74.4
2019,"103,036",Waitsburg High School,All Students,High,186,288,64.6
2019,"100,875",Hoquiam Middle School,All Students,Middle,962,1139,84.5
2019,"101,989",Raymond Jr Sr High School,All Students,High,647,759,85.2
2019,"100,439",CASHMERE MIDDLE SCHOOL,All Students,Middle,1363,1493,91.3
2019,"101,256",Highline High School,All Students,High,2340,3561,65.7
2019,"102,405",Mount Vernon High School,All Students,High,3879,5815,66.7
2019,"100,345",Charles Francis Adams High School,All Students,High,1478,2404,61.5
2019,"100,860",Miller Junior High,All Students,Middle,1123,1481,75.8
2019,"101,080",Garfield High School,All Students,High,4157,5442,76.4
2019,"101,077",Highland Park Elementary School,All Students,High,824,1008,81.7
2019,"102,399",La Conner High School,All Students,High,427,592,72.1
2019,"100,687",Castle Rock High School,All Students,High,1078,1292,83.4
2019,"100,913",Oakville High School,All Students,High,169,354,47.7
2019,"102,024",Pioneer Middle,All Students,Middle,2074,2344,88.5
2019,"100,790",Pomeroy Jr Sr High School,All Students,High,241,442,54.5
2019,"102,985",Rainier Middle School,All Students,Middle,511,591,86.5
2019,"100,340",Ritzville High School,All Students,High,260,375,69.3
2019,"103,126",Lacrosse High School,All Students,High,46,104,44.2
2019,"103,916",Palouse at Garfield Middle School,All Students,Middle,114,131,87.0
2019,"100,745",Curlew Elem & High School,All Students,High,500,650,76.9
2019,"103,827",Loowit High School,All Students,High,29,74,39.2
2019,"103,831",Eagle Harbor High School,All Students,High,244,349,69.9
2019,"100,358",Legacy High School,All Students,High,306,619,49.4
2019,"102,960",Avanti High School,All Students,High,277,418,66.3
2022,"103,245",Computer Academy Toppenish High School,All Students,High,536,666,80.5
2022,"102,285",Challenger High School,All Students,High,293,864,33.9
2022,"102,248",Henderson Bay Alt High School,All Students,High,225,435,51.7
2022,"102,374",State Street High School,All Students,High,442,696,63.5
2022,"100,973",Middle College High School,All Students,Middle,148,238,62.2
2022,"102,356",Twin Cedars High School,All Students,High,,,
2022,"100,455",Westside High School,All Students,High,487,880,55.3
2022,"102,840",Dishman Hills High School,All Students,High,490,929,52.7
2022,"100,892",East Grays Harbor High School,All Students,High,74,95,77.9
2022,"103,042",Options High School,All Students,High,204,617,33.1
2022,"101,927",James A. Taylor High School,All Students,High,55,143,38.5
2022,"102,661",Lincoln Hill High School,All Students,High,339,496,68.3
2022,"102,945",Cascadia High School,All Students,High,133,331,40.2
2022,"102,991",H.e.a.r.t. High School,All Students,High,76,130,58.5
2022,"101,663",Renaissance Alternative High School,All Students,High,134,361,37.1
2022,"100,777",Palouse Junction High School,All Students,High,85,95,89.5
2022,"102,960",Avanti High School,All Students,High,344,493,69.8
2022,"102,810",Three Springs High School,All Students,High,147,250,58.8
2022,"102,768",Mead Alternative High School (Closed after 2018-2019 school year),All Students,High,84,108,77.8
2022,"102,843",Spokane Valley High School (Closed after 2019-2020 school year),All Students,High,47,103,45.6
2022,"100,358",Legacy High School,All Students,High,570,904,63.1
2022,"103,844",Bridgeport Aurora High School,All Students,High,51,68,75.0
2022,"103,839",Legacy High School,All Students,High,394,949,41.5
2022,"103,827",Loowit High School,All Students,High,20,42,47.6
2022,"103,831",Eagle Harbor High School,All Students,High,230,320,71.9
2022,"103,916",Palouse at Garfield Middle School,All Students,Middle,103,114,90.4
2022,"103,918",Garfield at Palouse High School,All Students,High,66,84,78.6
2022,"103,967",Okanogan Alternative High School,All Students,High,56,59,94.9
2022,"103,977",Swiftwater Alternative High School,All Students,High,63,78,80.8
2022,"100,745",Curlew Elem & High School,All Students,High,573,766,74.8
2022,"101,941",Omak High School,All Students,High,737,1240,59.4
2022,"103,050",Fairhaven Middle School,All Students,Middle,1402,1842,76.1
2022,"103,052",Whatcom Middle School,All Students,Middle,1659,2054,80.8
2022,"102,101",Stadium High School,All Students,High,2886,4537,63.6
2022,"103,126",Lacrosse High School,All Students,High,74,119,62.2
2022,"102,645",Sultan Middle School,All Students,Middle,1251,1395,89.7
2022,"102,690",North Central High School,All Students,High,3699,4644,79.7
2022,"103,175",Davis High School,All Students,High,4720,7364,64.1
2022,"101,446",Snoqualmie Middle School,All Students,Middle,918,1066,86.1
2022,"102,038",Puyallup High School,All Students,High,3910,5392,72.5
2022,"102,437",Everett High School,All Students,High,2774,4329,64.1
2022,"103,276",Wapato Middle School,All Students,Middle,1777,2507,70.9
2022,"100,340",Ritzville High School,All Students,High,241,323,74.6
2022,"100,459",Wenatchee High School,All Students,High,3450,6139,56.2
2022,"100,893",Elma High School,All Students,High,1048,1460,71.8
2022,"101,906",Grapeview Elementary & Middle School,All Students,Middle,530,638,83.1
2022,"101,965",Liberty Bell Jr Sr High,All Students,High,641,928,69.1
2022,"102,377",Sedro Woolley Senior High School,All Students,High,2687,3612,74.4
2022,"102,985",Rainier Middle School,All Students,Middle,543,633,85.8
2022,"103,029",Touchet Elem & High School,All Students,High,461,622,74.1
2022,"100,741",Waterville High School,All Students,High,339,416,81.5
2022,"101,868",Centralia High School,All Students,High,2071,2872,72.1
2022,"102,700",Lewis & Clark High School,All Students,High,4895,5451,89.8
2022,"103,035",Preston Hall Middle School,All Students,Middle,128,205,62.4
2022,"100,521",Fort Vancouver High School,All Students,High,2427,4658,52.1
2022,"100,888",Montesano Jr-Sr High,All Students,High,1644,2001,82.2
2022,"101,062",Franklin High School,All Students,High,2804,3774,74.3
2022,"101,878",Sprague High School,All Students,High,74,101,73.3
2022,"100,780",Robert L Olds Junior High School,All Students,Middle,701,993,70.6
2022,"102,315",Eatonville High School,All Students,High,1233,1760,70.1
2022,"103,154",Endicott/St John Elem and Middle,All Students,Middle,208,268,77.6
2022,"101,993",South Bend High School,All Students,High,574,755,76.0
2022,"102,112",Lincoln High School,All Students,High,2336,4763,49.0
2022,"103,095",Lynden Middle School,All Students,Middle,1810,2054,88.1
2022,"101,071",Ballard High School,All Students,High,4725,5549,85.2
2022,"100,738",Mansfield Elem and High School,All Students,High,222,284,78.2
2022,"101,072",West Seattle High School,All Students,High,2660,3400,78.2
2022,"102,024",Pioneer Middle,All Students,Middle,2016,2274,88.7
2022,"103,267",Zillah High School,All Students,High,1052,1336,78.7
2022,"100,790",Pomeroy Jr Sr High School,All Students,High,248,446,55.6
2022,"101,949",Okanogan Middle School,All Students,Middle,612,793,77.2
2022,"101,950",Okanogan High School,All Students,High,636,913,69.7
2022,"103,249",Toppenish Middle School,All Students,Middle,2328,2692,86.5
2022,"100,703",Kelso High School,All Students,High,3270,4499,72.7
2022,"100,759",Mcloughlin Middle School,All Students,Middle,3259,3917,83.2
2022,"101,077",Highland Park Elementary School,All Students,High,739,936,79.0
2022,"101,743",South Kitsap High School,All Students,High,5275,7571,69.7
2022,"101,820",Napavine Jr Sr High School,All Students,High,973,1210,80.4
2022,"102,399",La Conner High School,All Students,High,401,633,63.3
2022,"100,687",Castle Rock High School,All Students,High,961,1298,74.0
2022,"100,913",Oakville High School,All Students,High,258,408,63.2
2022,"101,079",Roosevelt High School,All Students,High,4597,5344,86.0
2022,"102,250",Goodman Middle School,All Students,Middle,1368,1604,85.3
2022,"102,405",Mount Vernon High School,All Students,High,3909,5966,65.5
2022,"100,345",Charles Francis Adams High School,All Students,High,1220,2276,53.6
2022,"100,656",Dayton High School,All Students,High,219,340,64.4
2022,"100,860",Miller Junior High,All Students,Middle,1505,2062,73.0
2022,"101,080",Garfield High School,All Students,High,4030,5272,76.4
2022,"101,523",Kirkland Middle School,All Students,Middle,1535,1787,85.9
2022,"103,179",Washington Middle School,All Students,Middle,1795,2544,70.6
2022,"100,439",CASHMERE MIDDLE SCHOOL,All Students,Middle,1352,1530,88.4
2022,"100,434",Chelan Middle School,All Students,Middle,782,948,82.5
2022,"101,256",Highline High School,All Students,High,2078,3311,62.8
2022,"101,785",Cle Elum Roslyn High School,All Students,High,515,709,72.6
2022,"101,811",Columbia High School,All Students,High,733,1090,67.2
2022,"101,848",Onalaska High School,All Students,High,579,763,75.9
2022,"102,120",Hilltop Heritage Middle School,All Students,Middle,1107,1789,61.9
2022,"103,117",Mount Baker Senior High,All Students,High,1121,1618,69.3
2022,"103,208",East Valley High School,All Students,High,2024,2768,73.1
2022,"100,512",Forks High School,All Students,High,728,1050,69.3
2022,"101,989",Raymond Jr Sr High School,All Students,High,605,801,75.5
2022,"102,122",Stewart Middle School,All Students,Middle,1368,2044,66.9
2022,"102,366",Burlington Edison High School,All Students,High,1940,3220,60.2
2022,"102,439",North Middle School,All Students,Middle,1566,2135,73.3
2022,"100,393",River View High School,All Students,High,631,919,68.7
2022,"101,086",Hamilton International Middle School,All Students,Middle,2791,3010,92.7
2022,"102,123",Mason Middle School,All Students,Middle,1836,2270,80.9
2022,"102,124",Gray Middle School,All Students,Middle,1164,1677,69.4
2022,"103,036",Waitsburg High School,All Students,High,142,249,57.0
2022,"103,215",Selah High School,All Students,High,2452,3323,73.8
2022,"103,297",Mount Adams Middle School,All Students,Middle,268,424,63.2
2022,"100,650",Ridgefield High School,All Students,High,2147,2906,73.9
2022,"100,875",Hoquiam Middle School,All Students,Middle,779,1070,72.8
2022,"101,089",Cleveland High School STEM,All Students,High,2172,2736,79.4
2022,"101,414",Cascade Middle School,All Students,Middle,2004,2658,75.4
2022,"101,690",Bainbridge High School,All Students,High,3101,3979,77.9
2022,"101,961",Pateros High School,All Students,High,360,469,76.8
2022,"102,662",Stanwood Middle School,All Students,Middle,1170,1482,78.9
2022,"102,770",Mead Senior High School,All Students,High,3927,5198,75.5
2022,"102,872",Jenkins Junior/Senior High,All Students,Middle,659,925,71.2
2022,"103,181",Franklin Middle School,All Students,Middle,1880,2699,69.7
2022,"100,634",Battle Ground High School,All Students,High,3937,5152,76.4
2022,"100,667",R A Long High School,All Students,High,1730,2605,66.4
2022,"101,186",Federal Way High School,All Students,High,2753,4903,56.1
2022,"101,309",Vashon Island High School,All Students,High,1243,1556,79.9
2022,"102,015",Cusick Jr Sr High School,All Students,High,259,399,64.9
2022,"102,218",Clover Park High School,All Students,High,1920,3943,48.7
2022,"102,472",Lake Stevens Sr High School,All Students,High,4305,5962,72.2
2022,"102,623",Snohomish High School,All Students,High,3706,4769,77.7
2022,"103,163",Oakesdale High School,All Students,High,166,215,77.2
2022,"100,353",Asotin Jr Sr High,All Students,High,869,1042,83.4
2022,"101,091",Madison Middle School,All Students,Middle,2559,2929,87.4
2022,"101,835",Adna Middle/High School,All Students,Middle,885,1158,76.4
2022,"101,891",Odessa High School,All Students,High,310,369,84.0
2022,"102,812",Cheney Middle School,All Students,Middle,1361,1786,76.2
2022,"101,771",Morgan Middle School,All Students,Middle,1950,2280,85.5
2022,"103,110",Nooksack Valley High School,All Students,High,1041,1366,76.2
2022,"102,391",Anacortes High School,All Students,High,1889,2299,82.2
2022,"102,986",Rainier Senior High School,All Students,High,607,715,84.9
2022,"100,495",Sequim Senior High,All Students,High,1848,2472,74.8
2022,"100,850",Wilson Creek High,All Students,High,135,208,64.9
2022,"100,949",Quilcene High And Elementary,All Students,High,523,670,78.1
2022,"101,326",Renton Senior High School,All Students,High,2121,3597,59.0
2022,"101,703",Poulsbo Middle School,All Students,Middle,1925,2275,84.6
2022,"101,881",Reardan Middle-Senior High School,All Students,Middle,830,1072,77.4
2022,"102,709",Rogers High School,All Students,High,3225,4524,71.3
2022,"102,915",Yelm Middle School,All Students,Middle,1675,2150,77.9
2022,"103,078",Ferndale High School,All Students,High,2955,4184,70.6
2022,"103,134",Pullman High School,All Students,High,1910,2504,76.3
2022,"100,346",Lincoln Middle School,All Students,Middle,876,1177,74.4
2022,"100,962",Port Townsend High School,All Students,High,789,1087,72.6
2022,"100,399",Prosser High School,All Students,High,1947,2671,72.9
2022,"100,801",Quincy Middle School,All Students,Middle,1477,1925,76.7
2022,"100,940",South Whidbey Middle,All Students,Middle,500,629,79.5
2022,"101,350",Skykomish High School,All Students,High,32,39,82.1
2022,"101,766",Thorp Elem & Jr Sr High,All Students,High,447,645,69.3
2022,"102,010",Newport High School,All Students,High,616,1006,61.2
2022,"102,563",Arlington High School,All Students,High,3845,5041,76.3
2022,"103,263",Granger Middle School,All Students,Middle,1002,1415,70.8
2022,"103,299",White Swan High School,All Students,High,362,716,50.6
2022,"102,003",Willapa Valley Middle-High,All Students,Middle,509,574,88.7
2022,"102,877",Wellpinit High School,All Students,High,132,267,49.4
2022,"103,061",Bellingham High School,All Students,High,2540,3503,72.5
2022,"103,102",Meridian High School,All Students,High,1079,1430,75.5
2022,"103,231",Grandview High School,All Students,High,2084,3056,68.2
2022,"100,682",Toutle Lake High School,All Students,High,739,951,77.7
2022,"100,692",Kalama Middle School,All Students,Middle,654,781,83.7
2022,"101,397",Showalter Middle School,All Students,Middle,1432,1890,75.8
2022,"101,786",Walter Strom Middle School,All Students,Middle,474,660,71.8
2022,"102,046",Edgemont Jr High,All Students,High,1146,1499,76.5
2022,"102,655",Granite Falls High School,All Students,High,1190,1564,76.1
2022,"102,663",Stanwood High School,All Students,High,3011,3892,77.4
2022,"103,169",Naches Valley High School,All Students,High,920,1154,79.7
2022,"100,750",Inchelium High School,All Students,High,134,213,62.9
2022,"101,789",Wishram High And Elementary Schl,All Students,High,136,190,71.6
2022,"100,513",Forks Middle School,All Students,Middle,284,435,65.3
2022,"101,717",Central Kitsap High School,All Students,High,3318,4719,70.3
2022,"101,844",Toledo High School,All Students,High,551,710,77.6
2022,"100,426",Manson High School,All Students,High,439,602,72.9
2022,"100,932",Coupeville High School,All Students,High,647,863,75.0
2022,"102,347",Lopez Middle High School,All Students,Middle,251,369,68.0
2022,"102,916",Yelm High School 12,All Students,High,3576,4853,73.7
2022,"103,145",Palouse High School,All Students,High,130,164,79.3
2022,"101,328",Highlands Elementary School,All Students,High,1033,1420,72.7
2022,"100,718",Orondo Elementary and Middle School,All Students,Middle,385,497,77.5
2022,"100,635",Amboy Middle School,All Students,Middle,1244,1653,75.3
2022,"100,826",Frontier Middle School,All Students,Middle,1623,2280,71.2
2022,"101,971",Tonasket High School,All Students,High,692,988,70.0
2022,"102,251",Peninsula High School,All Students,High,3592,4392,81.8
2022,"103,112",Nooksack Valley Middle School,All Students,Middle,1015,1236,82.1
2022,"101,357",Bellevue High School,All Students,High,3861,4685,82.4
2022,"101,416",West Auburn Senior High School,All Students,High,227,686,33.1
2022,"101,976",Oroville Middle-High School,All Students,Middle,543,779,69.7
2022,"102,392",Anacortes Middle School,All Students,Middle,1640,1874,87.5
2022,"103,257",Highland Junior High School,All Students,Middle,510,582,87.6
2022,"100,411",Carmichael Middle School,All Students,Middle,2058,2709,76.0
2022,"100,592",Evergreen High School,All Students,High,2438,4777,51.0
2022,"100,727",Eastmont Senior High,All Students,High,3082,4320,71.3
2022,"100,880",North Beach Senior High School,All Students,High,363,607,59.8
2022,"101,101",Eckstein Middle School,All Students,Middle,2874,3211,89.5
2022,"101,524",Lake Washington High School,All Students,High,4347,5424,80.1
2022,"102,343",Orcas Island High School,All Students,High,279,389,71.7
2022,"101,780",Kittitas High School,All Students,High,875,1128,77.6
2022,"102,332",Fife High School,All Students,High,2133,2614,81.6
2022,"102,786",North Pines Middle School,All Students,Middle,1083,1550,69.9
2022,"103,017",Pioneer Middle School,All Students,Middle,1384,1806,76.6
2022,"100,412",Chief Joseph Middle School,All Students,Middle,1608,2222,72.4
2022,"100,721",Bridgeport High School,All Students,High,556,687,80.9
2022,"101,417",Auburn Senior High School,All Students,High,3268,5279,61.9
2022,"101,574",Kent-Meridian High School,All Students,High,3580,6039,59.3
2022,"101,859",W F West High School,All Students,High,2176,2935,74.1
2022,"101,956",Brewster High School,All Students,High,677,816,83.0
2022,"100,855",Lake Roosevelt Jr/Sr High School,All Students,High,590,1039,56.8
2022,"102,293",Bethel High School,All Students,High,3541,5317,66.6
2022,"102,361",Concrete High School,All Students,High,411,644,63.8
2022,"102,580",Totem Middle School,All Students,Middle,1050,1684,62.4
2022,"100,363",Kennewick High School,All Students,High,3967,5041,78.7
2022,"100,670",Monticello Middle School,All Students,Middle,1215,1702,71.4
2022,"101,107",David T. Denny International Middle School,All Students,Middle,2011,2592,77.6
2022,"101,398",Foster Senior High School,All Students,High,1822,2663,68.4
2022,"101,435",Tahoma Senior High School,All Students,High,6653,8176,81.4
2022,"101,450",Mount Si High School,All Students,High,4960,5930,83.6
2022,"101,808",Goldendale High School,All Students,High,638,912,70.0
2022,"101,865",White Pass Jr. Sr. High School,All Students,High,464,578,80.3
2022,"101,889",Creston Jr-Sr High School,All Students,High,111,152,73.0
2022,"101,924",Pioneer Middle School,All Students,Middle,522,725,72.0
2022,"102,271",Franklin Pierce High School,All Students,High,2517,3430,73.4
2022,"102,352",Friday Harbor High School,All Students,High,599,769,77.9
2022,"102,760",Medical Lake High School,All Students,High,1231,1541,79.9
2022,"103,003",Julius A Wendt Elementary/John C Thomas Middle School,All Students,Middle,775,946,81.9
2022,"103,148",Garfield Middle School,All Students,Middle,80,95,84.2
2022,"103,171",Naches Valley Middle School,All Students,Middle,836,1186,70.5
2022,"103,252",Toppenish High School,All Students,High,2324,2787,83.4
2022,"100,337",Lind-Ritzville High School,All Students,High,95,150,63.3
2022,"100,389",Kiona-Benton City High School,All Students,High,695,948,73.3
2022,"100,401",Housel Middle School,All Students,Middle,1467,1884,77.9
2022,"100,480",Port Angeles High School,All Students,High,2209,3111,71.0
2022,"100,709",Huntington Middle School,All Students,Middle,1308,1712,76.4
2022,"100,762",Pasco Senior High School,All Students,High,5644,7107,79.4
2022,"100,841",Ephrata High School,All Students,High,1840,2489,73.9
2022,"101,271",Sylvester Middle School,All Students,Middle,1529,2003,76.3
2022,"102,206",Orting High School,All Students,High,1640,2497,65.7
2022,"102,907",Northport High School,All Students,High,105,152,69.1
2022,"103,240",Sunnyside High School,All Students,High,4484,6333,70.8
2022,"100,814",Almira Coulee Hartline High School,All Students,High,214,267,80.1
2022,"100,921",Oak Harbor High School,All Students,High,3414,4695,72.7
2022,"101,774",Ellensburg High School,All Students,High,2155,2831,76.1
2022,"103,121",Mount Baker Junior High,All Students,Middle,638,861,74.1
2022,"102,925",North Thurston High School,All Students,High,3281,4349,75.4
2022,"102,353",Friday Harbor Middle School,All Students,Middle,368,511,72.0
2022,"103,031",Columbia Middle School,All Students,Middle,445,555,80.2
2022,"100,333",Othello High School,All Students,High,2812,3584,78.5
2022,"100,832",Columbia Middle School,All Students,Middle,2110,2858,73.8
2022,"100,910",Ocosta Junior - Senior High,All Students,Middle,675,843,80.1
2022,"101,243",Mercer Island High School,All Students,High,4048,4662,86.8
2022,"101,333",McKnight Middle School,All Students,Middle,2194,2711,80.9
2022,"101,461",Issaquah Middle School,All Students,Middle,2446,2841,86.1
2022,"101,748",Marcus Whitman Middle School,All Students,Middle,1466,2047,71.6
2022,"102,048",Kalles Junior High,All Students,Middle,2025,2655,76.3
2022,"102,141",Baker Middle School,All Students,Middle,1529,2274,67.2
2022,"102,790",Central Valley High School,All Students,High,4295,6074,70.7
2022,"102,994",Rochester Middle School,All Students,Middle,1137,1552,73.3
2022,"103,160",St John/Endicott High,All Students,High,118,220,53.6
2022,"103,234",Grandview Middle School,All Students,Middle,2280,2673,85.3
2022,"103,289",West Valley High School,All Students,High,3267,4264,76.6
2022,"100,326",Washtucna Elementary/High School,All Students,High,159,197,80.7
2022,"100,538",Hudson's Bay High School,All Students,High,1872,3494,53.6
2022,"100,804",Quincy High School,All Students,High,1708,2504,68.2
2022,"100,818",Soap Lake Middle & High School,All Students,Middle,597,881,67.8
2022,"101,117",Mercer International Middle School,All Students,Middle,2851,3288,86.7
2022,"101,118",Chief Sealth International High School,All Students,High,2192,3377,64.9
2022,"101,281",Chinook Middle School,All Students,Middle,1497,2007,74.6
2022,"101,282",Evergreen High School,All Students,High,1797,3109,57.8
2022,"101,629",Bothell High School,All Students,High,4004,4865,82.3
2022,"101,674",Bremerton High School,All Students,High,2344,3608,65.0
2022,"101,816",Lyle High School,All Students,High,134,237,56.5
2022,"101,832",Morton Junior-Senior High,All Students,Middle,398,542,73.4
2022,"101,898",Harrington High School,All Students,High,88,135,65.2
2022,"102,426",Stevenson High School,All Students,High,559,809,69.1
2022,"102,489",Olympic View Middle School,All Students,Middle,2531,2955,85.7
2022,"102,523",Edmonds Woodway High School,All Students,High,3556,4705,75.6
2022,"102,565",Post Middle School,All Students,Middle,1474,1972,74.7
2022,"101,706",Middle School Options (Closed after 2019-2020 school year),All Students,Middle,24,30,80.0
2022,"102,969",Olympia High School,All Students,High,4667,5575,83.7
2022,"102,970",Jefferson Middle School,All Students,Middle,1252,1385,90.4
2022,"103,090",Blaine High School,All Students,High,1423,1896,75.1
2022,"103,128",Lamont Middle School,All Students,Middle,82,113,72.6
2022,"103,280",Wapato High School,All Students,High,1584,2589,61.2
2022,"100,505",Neah Bay Junior/ Senior High School,All Students,Middle,375,563,66.6
2022,"100,539",Mcloughlin Middle School,All Students,Middle,2048,3043,67.3
2022,"100,581",Washougal High School,All Students,High,2262,3150,71.8
2022,"100,673",Mark Morris High School,All Students,High,1879,2785,67.5
2022,"101,283",Cascade Middle School,All Students,Middle,1425,2064,69.0
2022,"101,362",Highland Middle School,All Students,Middle,1316,1594,82.6
2022,"101,419",Olympic Middle School,All Students,Middle,1899,2790,68.1
2022,"101,902",Davenport Senior High School,All Students,High,638,941,67.8
2022,"101,930",Hawkins Middle School,All Students,Middle,1074,1488,72.2
2022,"101,931",North Mason Senior High School,All Students,High,2120,2210,95.9
2022,"102,175",Curtis Junior High,All Students,Middle,2374,2763,85.9
2022,"102,382",Cascade Middle School,All Students,Middle,1539,2105,73.1
2022,"102,651",Darrington High School,All Students,High,308,399,77.2
2022,"102,720",Shadle Park High School,All Students,High,2814,3574,78.7
2022,"102,772",Mountainside Middle School,All Students,Middle,1968,2367,83.1
2022,"102,807",Freeman High School,All Students,High,769,910,84.5
2022,"102,851",West Valley High School,All Students,High,1934,2729,70.9
2022,"102,910",Kettle Falls Middle School,All Students,Middle,635,732,86.7
2022,"103,065",Shuksan Middle School,All Students,Middle,1444,1933,74.7
2022,"103,194",Eisenhower High School,All Students,High,3518,6145,57.2
2022,"100,466",Pioneer Middle School,All Students,Middle,1441,1891,76.2
2022,"100,788",Kahlotus Elem & High,All Students,High,102,133,76.7
2022,"100,835",Moses Lake High School,All Students,High,4305,6860,62.8
2022,"101,245",Islander Middle School,All Students,Middle,3055,3264,93.6
2022,"101,499",Highland Terrace Elementary,All Students,High,1171,1292,90.6
2022,"101,528",Redmond Middle School,All Students,Middle,2668,3057,87.3
2022,"101,578",Meridian Middle School,All Students,Middle,1377,1735,79.4
2022,"101,707",North Kitsap High School,All Students,High,2617,3353,78.0
2022,"101,722",Central Kitsap Middle School,All Students,Middle,1831,2349,77.9
2022,"101,828",Mossyrock Jr./Sr. High School,All Students,High,576,730,78.9
2022,"101,875",Centralia Middle School,All Students,Middle,1159,1621,71.5
2022,"101,913",Shelton High School,All Students,High,2112,3935,53.7
2022,"102,144",Meeker Middle School,All Students,Middle,1559,2043,76.3
2022,"102,146",Dr. Dolores Silas High School,All Students,High,2490,3755,66.3
2022,"102,185",Sumner High School,All Students,High,3726,5184,71.9
2022,"102,226",Hudtloff Middle School,All Students,Middle,1577,2170,72.7
2022,"102,295",Bethel Middle School,All Students,Middle,1609,2264,71.1
2022,"102,449",Evergreen Middle School,All Students,Middle,2326,3099,75.1
2022,"102,722",Shaw Middle School,All Students,Middle,1245,1753,71.0
2022,"102,723",Glover Middle School,All Students,Middle,1160,1677,69.2
2022,"102,793",Bowdish Middle School,All Students,Middle,1238,1441,85.9
2022,"102,858",Deer Park Middle School,All Students,Middle,1077,1464,73.6
2022,"100,349",Highland Elementary,All Students,High,594,820,72.4
2022,"100,366",Highlands Middle School,All Students,Middle,1988,2536,78.4
2022,"100,441",CASHMERE HIGH SCHOOL,All Students,High,1279,1471,86.9
2022,"100,783",Connell High School,All Students,High,1572,1896,82.9
2022,"100,809",Warden High School,All Students,High,564,803,70.2
2022,"100,954",Chimacum Junior/Senior High School,All Students,Middle,583,858,67.9
2022,"101,123",Ingraham High School,All Students,High,3406,4359,78.1
2022,"101,124",Whitman Middle School,All Students,Middle,1625,1892,85.9
2022,"101,291",Mount Rainier High School,All Students,High,3348,5099,65.7
2022,"101,334",Dimmitt Middle School,All Students,Middle,1471,2006,73.3
2022,"101,367",Sammamish Senior High,All Students,High,2999,3816,78.6
2022,"101,368",Tyee Middle School,All Students,Middle,2973,3103,95.8
2022,"101,999",Naselle-Grays River Valley Jr Sr High Schools,All Students,High,355,544,65.3
2022,"102,228",Mann Middle School (Closed after 2019-2020 school year),All Students,Middle,345,419,82.3
2022,"102,275",Morris Ford Middle School,All Students,Middle,2359,3053,77.3
2022,"102,528",Mountlake Terrace High School,All Students,High,3173,4074,77.9
2022,"102,885",Colville Senior High School,All Students,High,1094,1552,70.5
2022,"102,903",Mary Walker High School,All Students,High,295,457,64.6
2022,"103,241",Harrison Middle School,All Students,Middle,2173,2801,77.6
2022,"103,264",Granger High School,All Students,High,898,1339,67.1
2022,"100,564",Hockinson Middle School,All Students,Middle,1183,1437,82.3
2022,"100,431",Entiat Middle and High School,All Students,Middle,366,476,76.9
2022,"100,484",Stevens Middle School,All Students,Middle,1285,1628,78.9
2022,"100,597",Covington Middle School,All Students,Middle,2206,3155,69.9
2022,"100,712",Coweeman Middle School,All Students,Middle,1290,1685,76.6
2022,"100,765",Stevens Middle School,All Students,Middle,1840,2484,74.1
2022,"101,125",Rainier Beach High School,All Students,High,1522,2342,65.0
2022,"101,231",Enumclaw Sr High School,All Students,High,2780,3864,71.9
2022,"101,292",Pacific Middle School,All Students,Middle,1465,2031,72.1
2022,"101,371",Chinook Middle School,All Students,Middle,2446,2707,90.4
2022,"101,437",Summit Trail Middle School,All Students,Middle,2907,3297,88.2
2022,"101,501",Shorecrest High School,All Students,High,3350,4525,74.0
2022,"101,635",Kenmore Middle School,All Students,Middle,1870,2224,84.1
2022,"102,530",Meadowdale Middle School,All Students,Middle,1839,2248,81.8
2022,"102,584",Marysville Middle School,All Students,Middle,1657,2468,67.1
2022,"102,724",Sacajawea Middle School,All Students,Middle,2097,2480,84.6
2022,"102,829",East Valley High School,All Students,High,2204,3158,69.8
2022,"102,928",Chinook Middle School,All Students,Middle,1904,2380,80.0
2022,"102,950",Tumwater High School,All Students,High,2798,3533,79.2
2022,"103,142",Colfax High School,All Students,High,663,801,82.8
2022,"103,197",Wilson Middle School,All Students,Middle,1979,2679,73.9
2022,"100,468",Orchard Middle School,All Students,Middle,1114,1412,78.9
2022,"100,570",La Center Middle School,All Students,Middle,977,1222,80.0
2022,"100,732",Eastmont Junior High,All Students,Middle,2143,2939,72.9
2022,"100,844",Ephrata Middle School,All Students,Middle,1063,1366,77.8
2022,"100,907",Wishkah Valley Elementary/High School,All Students,High,330,461,71.6
2022,"101,192",Lakota Middle School,All Students,Middle,1689,2360,71.6
2022,"101,463",Issaquah High School,All Students,High,6364,7378,86.3
2022,"101,502",Kellogg Middle School,All Students,Middle,1938,2296,84.4
2022,"101,792",Bickleton Elementary & High Schl,All Students,High,328,357,91.9
2022,"101,809",Goldendale Middle School,All Students,Middle,557,864,64.5
2022,"101,813",Wayne M Henkle Middle School,All Students,Middle,438,570,76.8
2022,"102,148",Mount Tahoma High School,All Students,High,2173,4175,52.0
2022,"102,277",Perry G Keithley Middle School,All Students,Middle,2123,2657,79.9
2022,"102,450",Cascade High School,All Students,High,3749,5345,70.1
2022,"102,475",Lake Stevens Middle School,All Students,Middle,1612,2039,79.1
