wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2017,"100,422",Rivers Edge High School,All Students,High,505,813,0.621156211562116
2017,"102,866",Riverside High School,All Students,High,1336,1456,0.917582417582418
2017,"102,864",Riverside Middle School,All Students,Middle,930,1030,0.902912621359223
2017,"100,780",Robert L Olds Junior High School,All Students,Middle,822,950,0.865263157894737
2017,"102,996",Rochester High School,All Students,High,1614,1976,0.816801619433198
2017,"102,994",Rochester Middle School,All Students,Middle,1298,1581,0.820999367488931
2017,"102,055",Rogers High School,All Students,High,3780,5473,0.690663255983921
2017,"102,709",Rogers High School,All Students,High,3049,4768,0.639471476510067
2017,"101,079",Roosevelt High School,All Students,High,4567,5183,0.881149913177696
2017,"101,541",Rose Hill Middle School,All Students,Middle,2243,2454,0.91401792991035
2017,"100,821",Royal High School,All Students,High,1062,1444,0.735457063711911
2017,"100,822",Royal Middle School,All Students,Middle,764,887,0.861330326944758
2017,"102,724",Sacajawea Middle School,All Students,Middle,2058,2382,0.863979848866499
2017,"101,203",Sacajawea Middle School,All Students,Middle,1880,2264,0.830388692579505
2017,"102,012",Sadie Halstead Middle School,All Students,Middle,858,1014,0.846153846153846
2017,"103,942",Sage Hills High School,All Students,High,52,192,0.270833333333333
2017,"101,223",Saghalie Middle School,All Students,Middle,1190,1562,0.761843790012804
2017,"106,003",Salish Middle School,All Students,Middle,650,721,0.901525658807212
2017,"102,728",Salk Middle School,All Students,Middle,1848,2228,0.829443447037702
2017,"101,367",Sammamish Senior High,All Students,High,2554,3077,0.830029249268768
2017,"102,556",Scriber Lake High School,All Students,High,279,938,0.297441364605544
2017,"102,377",Sedro Woolley Senior High School,All Students,High,2979,3616,0.823838495575221
2017,"103,069",Sehome High School,All Students,High,2892,3556,0.813273340832396
2017,"103,215",Selah High School,All Students,High,2727,3229,0.844533911427687
2017,"103,220",Selah Middle School,All Students,Middle,243,288,0.84375
2017,"105,890",Selah Middle School,All Students,Middle,1514,1685,0.898516320474777
2017,"105,270",Selkirk High School,All Students,High,184,264,0.696969696969697
2017,"105,269",Selkirk Middle School,All Students,Middle,128,162,0.790123456790123
2017,"100,499",Sequim Middle School,All Students,Middle,1591,1892,0.840909090909091
2017,"100,495",Sequim Senior High,All Students,High,2369,2995,0.790984974958264
2017,"102,459",Sequoia High School,All Students,High,191,810,0.235802469135802
2017,"104,146",Sequoyah Middle School,All Students,Middle,1462,1797,0.813578185865331
2017,"102,720",Shadle Park High School,All Students,High,3290,4191,0.785015509424958
2017,"100,620",Shahala Middle School,All Students,Middle,3089,3444,0.896922183507549
2017,"102,722",Shaw Middle School,All Students,Middle,1300,1812,0.717439293598234
2017,"101,913",Shelton High School,All Students,High,2015,3136,0.642538265306123
2017,"101,501",Shorecrest High School,All Students,High,3367,4089,0.823428711176327
2017,"104,814",Shoreline-Monroe High School,All Students,High,,1121,
2017,"101,507",Shorewood High School,All Students,High,3925,4804,0.817027477102415
2017,"101,397",Showalter Middle School,All Students,Middle,1795,2062,0.870514064015519
2017,"103,065",Shuksan Middle School,All Students,Middle,1611,1908,0.84433962264151
2017,"104,201",Sierra Vista Middle School,All Students,Middle,1673,2085,0.802398081534772
2017,"101,350",Skykomish High School,All Students,High,38,50,0.76
2017,"101,479",Skyline High School,All Students,High,6065,6551,0.925812852999542
2017,"100,627",Skyridge Middle School,All Students,Middle,2627,2771,0.948033201010466
2017,"100,561",Skyview High School,All Students,High,4856,6066,0.800527530497857
2017,"101,656",Skyview Middle School,All Students,Middle,2655,2968,0.894541778975741
2017,"100,816",Smokiam Alternative High School,All Students,High,,123,
2017,"102,623",Snohomish High School,All Students,High,3962,5220,0.759003831417625
2017,"100,818",Soap Lake Middle & High School,All Students,Middle,565,762,0.741469816272966
2017,"101,993",South Bend High School,All Students,High,560,692,0.809248554913295
2017,"101,743",South Kitsap High School,All Students,High,5516,6214,0.887672996459607
2017,"101,144",South Lake High School,All Students,High,35,342,0.10233918128655
2017,"102,939",South Sound High School,All Students,High,259,614,0.421824104234528
2017,"100,942",South Whidbey High School,All Students,High,1170,1453,0.805230557467309
2017,"100,940",South Whidbey Middle,All Students,Middle,686,938,0.73134328358209
2017,"100,384",Southridge High School,All Students,High,4394,5130,0.856530214424951
2017,"102,302",Spanaway Lake High School,All Students,High,3972,4947,0.802910855063675
2017,"102,297",Spanaway Middle School,All Students,Middle,1693,2144,0.78964552238806
2017,"102,843",Spokane Valley High School,All Students,High,254,327,0.776758409785933
2017,"101,878",Sprague High School,All Students,High,57,88,0.647727272727273
2017,"102,904",Springdale Middle School,All Students,Middle,213,334,0.637724550898204
2017,"103,073",Squalicum High School,All Students,High,3112,4148,0.750241080038573
2017,"103,160",St John/Endicott High,All Students,High,160,248,0.645161290322581
2017,"102,069",Stahl Junior High,All Students,Middle,2028,2605,0.778502879078695
2017,"102,663",Stanwood High School,All Students,High,3452,4219,0.818203365726476
2017,"102,662",Stanwood Middle School,All Students,Middle,1287,1483,0.867835468644639
2017,"102,374",State Street High School,All Students,High,458,742,0.617250673854447
2017,"102,028",Steilacoom High,All Students,High,2202,2868,0.767782426778243
2017,"105,904",Step Up to College Open Doors High School,All Students,High,,38,
2017,"100,484",Stevens Middle School,All Students,Middle,1377,1696,0.811910377358491
2017,"100,765",Stevens Middle School,All Students,Middle,2027,2402,0.843880099916736
2017,"102,426",Stevenson High School,All Students,High,717,960,0.746875
2017,"102,645",Sultan Middle School,All Students,Middle,1181,1367,0.863935625457206
2017,"102,648",Sultan Senior High School,All Students,High,1603,1714,0.935239206534422
2017,"101,437",Summit Trail Middle School,All Students,Middle,1734,1843,0.940857297883885
2017,"100,648",Summit View High School,All Students,High,1277,1373,0.930080116533139
2017,"105,885",Summit View Middle School,All Students,Middle,35,42,0.833333333333333
2017,"102,185",Sumner High School,All Students,High,4338,5616,0.772435897435897
2017,"102,188",Sumner Middle School,All Students,Middle,1934,2206,0.876699909338169
2017,"103,240",Sunnyside High School,All Students,High,4195,5758,0.728551580409865
2017,"102,335",Surprise Lake Middle School,All Students,Middle,1545,1734,0.891003460207612
2017,"101,271",Sylvester Middle School,All Students,Middle,1672,2110,0.792417061611374
2017,"104,149",Taholah Elementary & Middle School,All Students,Middle,224,365,0.613698630136986
2017,"100,897",Taholah High School,All Students,High,55,192,0.286458333333333
2017,"101,443",Tahoma Jr High,All Students,High,3310,3854,0.85884795018163
2017,"101,435",Tahoma Senior High School,All Students,High,4007,5494,0.729341099381143
2017,"105,524",Talley High School,All Students,High,407,1066,0.381801125703565
2017,"100,695",TEAM High School,All Students,High,210,290,0.724137931034483
2017,"103,131",Tekoa High School,All Students,High,247,288,0.857638888888889
2017,"102,999",Tenino High School,All Students,High,831,1101,0.754768392370572
2017,"103,000",Tenino Middle School,All Students,Middle,687,840,0.817857142857143
2017,"105,470",Tesla STEM High School,All Students,High,1593,1681,0.947650208209399
2017,"101,201",Thomas Jefferson High School,All Students,High,3665,5491,0.667455836823894
2017,"101,766",Thorp Elem & Jr Sr High,All Students,High,322,383,0.840731070496084
2017,"102,810",Three Springs High School,All Students,High,,149,
2017,"101,238",Thunder Mountain Middle School,All Students,Middle,1281,1410,0.908510638297872
2017,"102,982",Thurgood Marshall Middle School,All Students,Middle,1030,1147,0.897994768962511
2017,"101,454",Tiger Mountain Community High School,All Students,High,43,125,0.344
2017,"101,375",Tillicum Middle School,All Students,Middle,,2051,
2017,"101,660",Timbercrest Middle School,All Students,Middle,2096,2357,0.889266016122189
2017,"102,933",Timberline High School,All Students,High,4485,5299,0.846386110586903
2017,"101,226",Todd Beamer High School,All Students,High,3598,5252,0.685072353389185
2017,"101,844",Toledo High School,All Students,High,633,759,0.83399209486166
2017,"101,846",Toledo Middle School,All Students,Middle,442,521,0.848368522072937
2017,"101,409",Tolt Middle School,All Students,Middle,2038,2173,0.937873907040957
2017,"101,971",Tonasket High School,All Students,High,775,982,0.789205702647658
2017,"101,973",Tonasket Middle School,All Students,Middle,715,803,0.89041095890411
2017,"103,252",Toppenish High School,All Students,High,2191,2738,0.800219138056976
2017,"103,249",Toppenish Middle School,All Students,Middle,2311,2619,0.882397861779305
2017,"102,580",Totem Middle School,All Students,Middle,1258,1746,0.720504009163803
2017,"101,193",Totem Middle School,All Students,Middle,1663,2016,0.824900793650794
2017,"103,029",Touchet Elem & High School,All Students,High,571,689,0.828737300435414
2017,"100,682",Toutle Lake High School,All Students,High,793,928,0.854525862068966
2017,"104,732",Tukes Valley Middle School,All Students,Middle,1439,1596,0.901629072681704
2017,"102,950",Tumwater High School,All Students,High,3041,3681,0.82613420266232
2017,"102,951",Tumwater Middle School,All Students,Middle,1150,1412,0.814447592067989
2017,"102,356",Twin Cedars High School,All Students,High,,55,
2017,"104,746",Twin Falls Middle School,All Students,Middle,2145,2339,0.917058572039333
2017,"101,368",Tyee Middle School,All Students,Middle,,2960,
2017,"104,613",Union High School,All Students,High,5135,6346,0.809171131421368
2017,"102,795",University High School,All Students,High,3814,5430,0.702394106813996
2017,"102,630",Valley View Middle School,All Students,Middle,2142,2340,0.915384615384615
2017,"101,309",Vashon Island High School,All Students,High,1480,1761,0.840431572969903
2017,"100,653",View Ridge Middle School,All Students,Middle,1044,1215,0.859259259259259
2017,"103,084",Vista Middle School,All Students,Middle,1603,1855,0.864150943396226
2017,"102,504",Voyager Middle School,All Students,Middle,2233,2590,0.862162162162162
2017,"101,859",W F West High School,All Students,High,2456,2923,0.840232637700992
2017,"103,004",Wahkiakum High School,All Students,High,274,413,0.663438256658596
2017,"100,796",Wahluke High School,All Students,High,1278,1682,0.759809750297265
2017,"104,777",Wahluke Junior High,All Students,Middle,1357,1479,0.917511832319135
2017,"103,036",Waitsburg High School,All Students,High,249,323,0.770897832817338
2017,"102,060",Walker High School,All Students,High,102,466,0.218884120171674
2017,"103,019",Walla Walla High School,All Students,High,4233,5444,0.777553269654666
2017,"101,786",Walter Strom Middle School,All Students,Middle,495,610,0.811475409836066
2017,"103,280",Wapato High School,All Students,High,1874,2466,0.759935117599351
2017,"103,276",Wapato Middle School,All Students,Middle,1965,2440,0.805327868852459
2017,"100,809",Warden High School,All Students,High,812,961,0.844953173777315
2017,"100,810",Warden Middle School,All Students,Middle,537,602,0.89202657807309
2017,"102,279",Washington High School,All Students,High,2334,3059,0.76299444262831
2017,"102,974",Washington Middle School,All Students,Middle,2201,2367,0.929869032530629
2017,"103,179",Washington Middle School,All Students,Middle,1771,2321,0.76303317535545
2017,"101,167",Washington Middle School,All Students,Middle,2928,3358,0.871947587849911
2017,"104,998",Washington Virtual Academy Omak High School,All Students,High,,3336,
2017,"104,997",Washington Virtual Academy Omak Middle School,All Students,Middle,,4427,
2017,"100,581",Washougal High School,All Students,High,2315,2892,0.800484094052559
2017,"100,326",Washtucna Elementary/High School,All Students,High,107,131,0.816793893129771
2017,"100,741",Waterville High School,All Students,High,408,518,0.787644787644788
2017,"101,813",Wayne M Henkle Middle School,All Students,Middle,503,609,0.825944170771757
2017,"102,876",Wellpinit Alliance High School,All Students,High,25,47,0.531914893617021
2017,"102,877",Wellpinit High School,All Students,High,181,244,0.741803278688525
2017,"102,878",Wellpinit Middle School,All Students,Middle,195,236,0.826271186440678
2017,"103,849",Wellpinit-Fort Simcoe High School,All Students,High,,149,
2017,"100,459",Wenatchee High School,All Students,High,5111,6460,0.791176470588235
2017,"101,416",West Auburn Senior High School,All Students,High,207,880,0.235227272727273
2017,"101,072",West Seattle High School,All Students,High,2364,3032,0.779683377308707
2017,"103,289",West Valley High School,All Students,High,2676,3385,0.790546528803545
2017,"102,851",West Valley High School,All Students,High,2045,2658,0.769375470278405
2017,"105,231",West Valley High School Freshman Campus,All Students,High,1033,1199,0.861551292743953
2017,"103,293",West Valley Jr High,All Students,High,2213,2575,0.859417475728155
2017,"103,295",West Valley Middle School,All Students,Middle,2174,2453,0.886261720342438
2017,"102,567",Weston High School,All Students,High,154,428,0.35981308411215
2017,"100,455",Westside High School,All Students,High,556,854,0.651053864168618
2017,"105,485",Westwood Middle School,All Students,Middle,1279,1588,0.805415617128464
2017,"103,052",Whatcom Middle School,All Students,Middle,1724,1933,0.89187790998448
2017,"101,865",White Pass Jr. Sr. High School,All Students,High,516,689,0.748911465892598
2017,"102,329",White River High School,All Students,High,2997,3674,0.815732172019597
2017,"103,299",White Swan High School,All Students,High,410,724,0.566298342541437
2017,"101,124",Whitman Middle School,All Students,Middle,2406,2663,0.903492301915133
2017,"102,003",Willapa Valley Middle-High,All Students,Middle,429,519,0.826589595375723
2017,"100,850",Wilson Creek High,All Students,High,210,235,0.893617021276596
2017,"103,197",Wilson Middle School,All Students,Middle,2018,2565,0.786744639376218
2017,"102,427",Wind River Middle School,All Students,Middle,323,412,0.783980582524272
2017,"105,413",WINDWARD HIGH SCHOOL,All Students,High,312,446,0.699551569506727
2017,"101,840",Winlock Middle School,All Students,Middle,362,456,0.793859649122807
2017,"101,839",Winlock Senior High,All Students,High,459,561,0.818181818181818
2017,"100,907",Wishkah Valley Elementary/High School,All Students,High,400,441,0.90702947845805
2017,"101,789",Wishram High And Elementary Schl,All Students,High,221,253,0.873517786561265
2017,"102,237",Woodbrook Middle School,All Students,Middle,1323,1558,0.849165596919127
2017,"100,698",Woodland High School,All Students,High,1794,2070,0.866666666666667
2017,"105,913",Woodland Middle School,All Students,Middle,1470,1725,0.852173913043478
2017,"101,695",Woodward Middle School,All Students,Middle,1569,1731,0.906412478336222
2017,"100,608",Wyeast Middle School,All Students,Middle,2256,2675,0.843364485981308
2017,"102,916",Yelm High School 12,All Students,High,2958,3753,0.788169464428457
2017,"102,915",Yelm Middle School,All Students,Middle,1721,2106,0.817188983855651
2017,"103,267",Zillah High School,All Students,High,1151,1317,0.873955960516325
2017,"103,272",Zillah Middle School,All Students,Middle,574,667,0.860569715142429
2018,"102,958",A G West Black Hills High School,All Students,High,2299,2658,0.864936042
2018,"102,498",ACES High School,All Students,High,190,658,0.288753799
2018,"101,835",Adna Middle/High School,All Students,Middle,1055,1164,0.906357388
2018,"102,633",AIM High School,All Students,High,243,520,0.467307692
2018,"101,143",Aki Kurose Middle School,All Students,Middle,1903,2196,0.866575592
2018,"101,505",Albert Einstein Middle School,All Students,Middle,1978,2167,0.912782649
2018,"102,543",Alderwood Middle School,All Students,Middle,2089,2370,0.881434599
2018,"100,558",Alki Middle School,All Students,Middle,1802,2041,0.882900539
2018,"100,814",Almira Coulee Hartline High School,All Students,High,231,248,0.931451613
2018,"101,725",Alternative High School (Closed after 2016-2017 school year),All Students,High,195,484,0.402892562
2018,"100,635",Amboy Middle School,All Students,Middle,1145,1752,0.653538813
2018,"102,391",Anacortes High School,All Students,High,1933,2346,0.823955669
2018,"102,392",Anacortes Middle School,All Students,Middle,1372,1523,0.900853578
2018,"103,836",Angelo Giaudrone Middle School,All Students,Middle,1345,1996,0.673847695
2018,"102,563",Arlington High School,All Students,High,4051,4909,0.825218986
2018,"100,353",Asotin Jr Sr High,All Students,High,984,1137,0.865435356
2018,"104,893",Aspire Middle School,All Students,Middle,851,943,0.902439024
2018,"104,154",Auburn Mountainview High School,All Students,High,3661,4622,0.79208135
2018,"101,432",Auburn Riverside High School,All Students,High,3838,4935,0.777710233
2018,"101,417",Auburn Senior High School,All Students,High,3511,5162,0.680162728
2018,"102,960",Avanti High School,All Students,High,333,482,0.690871369
2018,"102,051",Aylen Jr High,All Students,High,1726,2188,0.788848263
2018,"101,690",Bainbridge High School,All Students,High,3426,3946,0.868220983
2018,"101,071",Ballard High School,All Students,High,4780,5513,0.867041538
2018,"102,056",Ballou Jr High,All Students,High,2185,2644,0.826399395
2018,"104,221",Bates Technical High School,All Students,High,,582,
2018,"100,634",Battle Ground High School,All Students,High,5378,6463,0.832121306
2018,"101,477",Beaver Lake Middle School,All Students,Middle,2427,2583,0.93960511
2018,"101,357",Bellevue High School,All Students,High,4497,4941,0.910139648
2018,"103,061",Bellingham High School,All Students,High,2631,3276,0.803113553
2018,"102,293",Bethel High School,All Students,High,3893,5180,0.751544402
2018,"102,295",Bethel Middle School,All Students,Middle,1721,2053,0.838285436
2018,"101,792",Bickleton Elementary & High Schl,All Students,High,301,305,0.986885246
2018,"103,090",Blaine High School,All Students,High,1649,2056,0.802042802
2018,"103,091",Blaine Middle School,All Students,Middle,1285,1479,0.868830291
2018,"100,967",Blue Heron Middle School,All Students,Middle,959,1210,0.792561983
2018,"104,138",Bonney Lake High School,All Students,High,3374,4360,0.773853211
2018,"101,629",Bothell High School,All Students,High,4480,4970,0.901408451
2018,"102,793",Bowdish Middle School,All Students,Middle,1111,1500,0.740666667
2018,"101,674",Bremerton High School,All Students,High,2697,3706,0.727738802
2018,"101,956",Brewster High School,All Students,High,606,746,0.81233244
2018,"101,958",Brewster Middle School,All Students,Middle,576,643,0.895800933
2018,"103,844",Bridgeport Aurora High School,All Students,High,30,64,0.46875
2018,"100,721",Bridgeport High School,All Students,High,524,692,0.757225434
2018,"100,722",Bridgeport Middle School,All Students,Middle,664,696,0.954022989
2018,"102,549",Brier Terrace Middle School,All Students,Middle,1696,1950,0.86974359
2018,"102,366",Burlington Edison High School,All Students,High,2103,3243,0.648473636
2018,"100,629",Camas High School,All Students,High,5969,6550,0.91129771
2018,"100,584",Canyon Creek Middle School,All Students,Middle,627,724,0.866022099
2018,"101,640",Canyon Park Middle School,All Students,Middle,2293,2524,0.908478605
2018,"104,953",Cap Sante High School,All Students,High,89,226,0.39380531
2018,"102,976",Capital High School,All Students,High,3582,4270,0.838875878
2018,"104,881",Career Academy at Truman High School,All Students,High,152,375,0.405333333
2018,"100,411",Carmichael Middle School,All Students,Middle,2378,2788,0.852941176
2018,"100,449",Cascade High School,All Students,High,1098,1313,0.836252856
2018,"102,450",Cascade High School,All Students,High,4068,5475,0.743013699
2018,"100,675",Cascade Middle School,All Students,Middle,1320,1658,0.796139928
2018,"101,283",Cascade Middle School,All Students,Middle,1339,1728,0.774884259
2018,"102,382",Cascade Middle School,All Students,Middle,1521,1897,0.801792304
2018,"101,414",Cascade Middle School,All Students,Middle,1874,2336,0.802226027
2018,"100,600",Cascade Middle School,All Students,Middle,2299,2824,0.814093484
2018,"100,441",CASHMERE HIGH SCHOOL,All Students,High,1329,1483,0.89615644
2018,"100,439",CASHMERE MIDDLE SCHOOL,All Students,Middle,1336,1440,0.927777778
2018,"100,687",Castle Rock High School,All Students,High,1077,1263,0.852731591
2018,"100,690",Castle Rock Middle School,All Students,Middle,725,845,0.857988166
2018,"104,420",Cavelero Mid High School,All Students,High,3635,3951,0.920020248
2018,"101,752",Cedar Heights Middle School,All Students,Middle,2036,2331,0.873444873
2018,"101,610",Cedar Heights Middle School,All Students,Middle,1791,2013,0.889716841
2018,"101,408",Cedarcrest High School,All Students,High,2671,2979,0.896609601
2018,"102,304",Cedarcrest Middle School,All Students,Middle,1595,1986,0.803121853
2018,"102,853",Centennial Middle School,All Students,Middle,1541,1931,0.798032108
2018,"102,636",Centennial Middle School,All Students,Middle,1947,2357,0.826050064
2018,"101,717",Central Kitsap High School,All Students,High,3580,4502,0.795202132
2018,"101,722",Central Kitsap Middle School,All Students,Middle,1708,1968,0.867886179
2018,"102,790",Central Valley High School,All Students,High,4501,6417,0.701418108
2018,"101,868",Centralia High School,All Students,High,2280,3224,0.70719603
2018,"101,875",Centralia Middle School,All Students,Middle,1114,1542,0.722438392
2018,"102,285",Challenger High School,All Students,High,413,960,0.430208333
2018,"100,345",Charles Francis Adams High School,All Students,High,1657,2420,0.684710744
2018,"102,747",Chase Middle School,All Students,Middle,1681,2167,0.775726811
2018,"101,861",Chehalis Middle School,All Students,Middle,1570,1939,0.809695719
2018,"100,437",Chelan High School,All Students,High,1187,1351,0.878608438
2018,"100,434",Chelan Middle School,All Students,Middle,901,1007,0.894736842
2018,"102,817",Cheney High School,All Students,High,2093,3827,0.54690358
2018,"102,812",Cheney Middle School,All Students,Middle,1270,1493,0.850636303
2018,"104,883",Chiawana Senior High School,All Students,High,5686,7900,0.719746835
2018,"100,412",Chief Joseph Middle School,All Students,Middle,1903,2368,0.803631757
2018,"101,452",Chief Kanim Middle School,All Students,Middle,2142,2335,0.917344754
2018,"100,832",Chief Moses Middle School,All Students,Middle,2282,2834,0.805222301
2018,"101,118",Chief Sealth International High School,All Students,High,2372,3366,0.704693999
2018,"104,740",Chief Umtuch Middle,All Students,Middle,1585,1740,0.91091954
2018,"100,954",Chimacum High School,All Students,High,759,1000,0.759
2018,"100,955",Chimacum Middle School,All Students,Middle,496,617,0.803889789
2018,"105,990",Chinook Middle School,All Students,Middle,1347,1719,0.783595113
2018,"101,281",Chinook Middle School,All Students,Middle,1512,1795,0.842339833
2018,"102,928",Chinook Middle School,All Students,Middle,2218,2601,0.852748943
2018,"101,371",Chinook Middle School,All Students,Middle,2886,3064,0.941906005
2018,"101,918",Choice Middle and High School,All Students,Middle,513,804,0.638059701
2018,"100,506",Clallam Bay High & Elementary,All Students,High,299,387,0.772609819
2018,"101,785",Cle Elum Roslyn High School,All Students,High,612,806,0.759305211
2018,"101,089",Cleveland High School STEM,All Students,High,2030,2581,0.786516854
2018,"102,218",Clover Park High School,All Students,High,1989,3764,0.528427205
2018,"103,142",Colfax High School,All Students,High,821,896,0.916294643
2018,"105,789",College Place High School,All Students,High,758,985,0.769543147
2018,"102,553",College Place Middle School,All Students,Middle,1303,1500,0.868666667
2018,"102,897",Columbia High And Elementary,All Students,High,333,467,0.713062099
2018,"103,033",Columbia High School,All Students,High,635,778,0.816195373
2018,"101,811",Columbia High School,All Students,High,867,1167,0.742930591
2018,"103,859",Columbia Junior High School,All Students,Middle,1051,1170,0.898290598
2018,"103,031",Columbia Middle School,All Students,Middle,457,525,0.87047619
2018,"100,540",Columbia River High,All Students,High,2876,3645,0.789026063
2018,"102,886",Colville Junior High School,All Students,Middle,833,1204,0.691860465
2018,"102,885",Colville Senior High School,All Students,High,1296,1630,0.795092025
2018,"103,227",Compass High School (Closed after 2016-2017 school year),All Students,High,41,139,0.294964029
2018,"103,245",Computer Academy Toppenish High School,All Students,High,348,577,0.603119584
2018,"102,361",Concrete High School,All Students,High,524,760,0.689473684
2018,"100,783",Connell High School,All Students,High,1608,1809,0.888888889
2018,"103,864",Cougar Mountain Middle School,All Students,Middle,1531,1828,0.837527352
2018,"100,932",Coupeville High School,All Students,High,718,913,0.786418401
2018,"100,934",Coupeville Middle School,All Students,Middle,616,705,0.873758865
2018,"100,597",Covington Middle School,All Students,Middle,2653,3283,0.808102345
2018,"100,712",Coweeman Middle School,All Students,Middle,1519,1754,0.866020525
2018,"101,889",Creston Jr-Sr High School,All Students,High,124,150,0.826666667
2018,"104,897",Crossroads High School,All Students,High,250,550,0.454545455
2018,"100,745",Curlew Elem & High School,All Students,High,510,625,0.816
2018,"102,175",Curtis Junior High,All Students,Middle,2645,2946,0.897827563
2018,"102,177",Curtis Senior High,All Students,High,3554,4402,0.807360291
2018,"102,015",Cusick Jr Sr High School,All Students,High,318,418,0.76076555
2018,"102,651",Darrington High School,All Students,High,319,396,0.805555556
2018,"101,902",Davenport Senior High School,All Students,High,830,1023,0.811339198
2018,"101,107",David T. Denny International Middle School,All Students,Middle,2104,2553,0.824128476
2018,"103,175",Davis High School,All Students,High,4609,6896,0.668358469
2018,"104,348",Daybreak Middle,All Students,Middle,1259,1459,0.862919808
2018,"100,656",Dayton High School,All Students,High,274,429,0.638694639
2018,"100,658",Dayton Middle School,All Students,Middle,196,246,0.796747967
2018,"101,210",Decatur High School,All Students,High,2566,4265,0.601641266
2018,"102,859",Deer Park High School,All Students,High,1657,2007,0.825610364
2018,"102,858",Deer Park Middle School,All Students,Middle,1180,1435,0.822299652
2018,"100,373",Desert Hills Middle School,All Students,Middle,2580,2729,0.945401246
2018,"105,795",Desert Oasis High School,All Students,High,133,287,0.463414634
2018,"105,878",Destiny Charter Middle School,All Students,Middle,552,718,0.768802228
2018,"101,334",Dimmitt Middle School,All Students,Middle,1914,2585,0.740425532
2018,"105,627",Discovery High School,All Students,High,343,606,0.566006601
2018,"105,905",Discovery High School-Achieve,All Students,High,94,114,0.824561404
2018,"100,560",Discovery Middle School,All Students,Middle,1517,2032,0.746555118
2018,"102,840",Dishman Hills High School,All Students,High,312,1166,0.267581475
2018,"102,069",Doris Stahl Junior High,All Students,Middle,1973,2603,0.757971571
2018,"102,060",E B Walker High School,All Students,High,131,458,0.286026201
2018,"103,831",Eagle Harbor High School,All Students,High,280,362,0.773480663
2018,"100,892",East Grays Harbor High School,All Students,High,71,118,0.601694915
2018,"105,922",East Grays Harbor High School,All Students,High,12,50,0.24
2018,"103,211",East Valley Central Middle School,All Students,Middle,1897,2189,0.866605756
2018,"103,208",East Valley High School,All Students,High,2103,2666,0.788822206
2018,"102,829",East Valley High School,All Students,High,2686,3404,0.78907168
2018,"105,772",East Valley Middle School,All Students,Middle,1165,1532,0.760443864
2018,"101,565",Eastlake High School,All Students,High,4903,5377,0.911846755
2018,"100,732",Eastmont Junior High,All Students,Middle,2320,2774,0.836337419
2018,"100,727",Eastmont Senior High,All Students,High,3556,4501,0.790046656
2018,"102,315",Eatonville High School,All Students,High,1563,2025,0.771851852
2018,"102,318",Eatonville Middle School,All Students,Middle,1007,1178,0.85483871
2018,"101,101",Eckstein Middle School,All Students,Middle,2646,2877,0.919708029
2018,"102,046",Edgemont Jr High,All Students,High,1108,1367,0.810534016
2018,"106,068",Edmonds S. Meany Middle School,All Students,Middle,419,495,0.846464646
2018,"102,523",Edmonds Woodway High School,All Students,High,3763,4948,0.760509297
2018,"103,194",Eisenhower High School,All Students,High,3836,6390,0.600312989
2018,"102,453",Eisenhower Middle School,All Students,Middle,2364,2666,0.88672168
2018,"100,775",Ellen Ochoa Middle School,All Students,Middle,1886,2163,0.871937124
2018,"101,774",Ellensburg High School,All Students,High,2112,2995,0.705175292
2018,"100,893",Elma High School,All Students,High,1084,1441,0.752255378
2018,"100,895",Elma Middle School,All Students,Middle,814,961,0.847034339
2018,"102,071",Emerald Ridge High School,All Students,High,3415,4643,0.73551583
2018,"101,546",Emerson High School,All Students,High,57,234,0.243589744
2018,"105,780",Endeavor Middle School,All Students,Middle,578,774,0.746770026
2018,"103,154",Endicott/St John Elem and Middle,All Students,Middle,303,346,0.875722543
2018,"100,419",Enterprise Middle School,All Students,Middle,2649,3060,0.865686275
2018,"100,431",Entiat Middle and High School,All Students,Middle,448,551,0.813067151
2018,"101,236",Enumclaw Middle School,All Students,Middle,1139,1384,0.822976879
2018,"101,231",Enumclaw Sr High School,All Students,High,2983,4069,0.733103957
2018,"100,841",Ephrata High School,All Students,High,1558,2243,0.694605439
2018,"100,844",Ephrata Middle School,All Students,Middle,989,1134,0.872134039
2018,"102,437",Everett High School,All Students,High,2989,4448,0.67198741
2018,"101,282",Evergreen High School,All Students,High,638,1018,0.626719057
2018,"100,592",Evergreen High School,All Students,High,3349,5391,0.621220553
2018,"101,556",Evergreen Middle School,All Students,Middle,3134,3359,0.933015779
2018,"102,799",Evergreen Middle School,All Students,Middle,1887,2268,0.832010582
2018,"102,449",Evergreen Middle School,All Students,Middle,2467,3098,0.796320207
2018,"100,576",Excelsior High School (Closed after 2016-2017 school year),All Students,High,37,128,0.2890625
2018,"102,497",Explorer Middle School,All Students,Middle,2631,2970,0.885858586
2018,"103,050",Fairhaven Middle School,All Students,Middle,1663,1876,0.886460554
2018,"101,724",Fairview Middle School,All Students,Middle,1532,1876,0.81663113
2018,"101,186",Federal Way High School,All Students,High,3272,4784,0.683946488
2018,"103,078",Ferndale High School,All Students,High,3359,4474,0.750782298
2018,"102,727",Ferris High School,All Students,High,4042,5358,0.754385965
2018,"102,064",Ferrucci Jr High,All Students,High,1664,2131,0.780854059
2018,"102,332",Fife High School,All Students,High,1456,1701,0.855967078
